10.538 16.232 -8.7171 6.433 0 0 0
10.319 -16.098 -5.2574 0.9976 0 0 0
13.578 18.596 -5.0416 5.0499 0 0 0
10.725 -0.58497 12.006 -11.449 0 0 0
9.8759 16.629 6.4936 8.2859 0 0 0
10.671 -18.572 5.183 4.6121 0 0 0
10.489 10.31 8.3336 -3.2279 0 0 0
10.294 -13.153 6.2089 -12.854 0 0 0
8.9311 -18.153 -6.7635 3.2163 0 0 0
10.325 -7.316 16.761 -7.5387 0 0 0
9.8978 -4.7377 10.318 9.7207 0 0 0
9.1351 -0.40942 -2.1761 5.8165 0 0 0
11.093 10.187 -7.7096 5.5304 0 0 0
10.601 -13.496 -11.248 -0.031274 0 0 0
11.533 -6.3846 3.2323 -10.316 0 0 0
11.117 -9.7962 0.20774 6.9419 0 0 0
11.101 18.372 0.74644 -5.6875 0 0 0
9.2577 -9.6997 11.919 -6.2908 0 0 0
10.748 -10.259 14.74 -2.6413 0 0 0
8.5977 -9.9566 4.0257 -0.90133 0 0 0
9.8039 13.233 2.5573 1.4695 0 0 0
11.588 -8.5664 9.2965 7.8646 0 0 0
9.7563 2.7129 -16.809 -9.3605 0 0 0
10.105 11.167 14.402 -6.0981 0 0 0
10.187 -1.2244 -19.487 -1.4104 0 0 0
8.2053 11.771 -6.1049 0.8544 0 0 0
9.4555 4.0793 -9.2818 5.3126 0 0 0
10.739 9.9261 -1.7175 -14.381 0 0 0
9.1604 16.533 -7.824 5.2709 0 0 0
10.124 19.845 -2.094 -0.15277 0 0 0
8.7922 18.476 -7.5867 0.57191 0 0 0
10.825 14.748 -11.228 -1.5057 0 0 0
9.7275 12.003 -2.1945 13.015 0 0 0
7.9482 -9.4479 -12.497 -9.0492 0 0 0
10.508 3.1882 1.9689 -13.95 0 0 0
11.127 4.8822 -5.7815 0.49058 0 0 0
9.738 -16.961 -5.5126 -6.8188 0 0 0
9.0208 -10.402 -2.8265 -15.174 0 0 0
10.964 17.791 -0.16693 -0.19634 0 0 0
9.2018 16.002 -3.1373 -9.0043 0 0 0
11.351 -4.4104 -10.078 -3.2099 0 0 0
9.1521 -14.721 11.969 5.7714 0 0 0
10.308 -17.609 -5.0302 -2.3609 0 0 0
10.791 -19.384 -4.5022 -1.3234 0 0 0
10.334 9.2689 5.2369 -1.6618 0 0 0
10.184 -8.1472 8.9388 -9.909 0 0 0
10.455 -12.66 -4.0726 3.753 0 0 0
11.039 -16.755 9.3788 3.0855 0 0 0
9.9321 -2.5657 -2.1111 -7.6384 0 0 0
10.023 0.43086 12.702 9.1058 0 0 0
10.467 -4.8556 12.09 0.99618 0 0 0
8.9702 17.56 7.1979 0.63312 0 0 0
10.515 3.4818 -11.512 -6.3521 0 0 0
9.8539 -10.78 11.6 -7.4571 0 0 0
9.5162 -13.172 -8.1974 -1.6232 0 0 0
9.7259 16.935 -1.4851 -6.6411 0 0 0
11.603 19.19 -0.68886 -4.3493 0 0 0
9.5554 -3.6512 3.7321 -9.1817 0 0 0
10.443 8.4486 -10.088 -11.524 0 0 0
9.2589 -7.2489 -2.8271 0.28957 0 0 0
6.9708 -9.5007 10.595 -13.231 0 0 0
10.934 9.2132 -0.40442 2.7872 0 0 0
8.4349 -1.646 18.461 0.7036 0 0 0
10.041 -10.736 -0.37468 4.1858 0 0 0
10.426 -4.1794 -5.1855 18.405 0 0 0
7.7416 15.407 10.541 4.2518 0 0 0
8.3358 -9.5252 -5.7909 5.9689 0 0 0
8.3298 8.8491 -14.106 3.4065 0 0 0
9.9956 11.162 7.1373 12.097 0 0 0
11.006 -6.6335 7.4998 -10.464 0 0 0
8.6782 9.763 0.00078324 -0.70093 0 0 0
10.911 4.3947 4.5916 13.632 0 0 0
10.93 3.0689 -12.533 -7.9482 0 0 0
11.192 -18.853 -0.13483 -4.4326 0 0 0
11.02 8.5078 0.017073 -1.0466 0 0 0
7.5137 7.2789 -17.048 -6.4368 0 0 0
10.08 -16.131 7.5233 5.7928 0 0 0
10.858 -14.005 4.5576 0.5032 0 0 0
10.826 5.9597 11.467 -1.4104 0 0 0
9.8528 13.013 -12.652 -6.164 0 0 0
8.7294 -4.3625 12.936 8.868 0 0 0
8.9851 -4.0297 1.053 -3.2551 0 0 0
10.302 5.1189 -8.0435 -2.4033 0 0 0
7.8679 19.363 -3.3344 -2.944 0 0 0
9.7461 -12.075 -0.32883 -5.1169 0 0 0
12.178 16.813 -9.69 2.302 0 0 0
8.6019 -3.0866 1.8919 17.417 0 0 0
9.727 19.322 -2.0502 1.9058 0 0 0
10.665 1.5651 7.8999 6.0972 0 0 0
9.2159 -14.879 13.34 -0.53289 0 0 0
9.3955 2.448 15.16 4.3355 0 0 0
9.0953 -5.2433 -1.516 18.534 0 0 0
9.1392 14.221 4.0716 -3.3309 0 0 0
8.943 -2.8699 -0.71168 -15.009 0 0 0
10.192 -10.952 -3.8617 2.7025 0 0 0
9.0953 -8.3824 4.2524 -8.2873 0 0 0
11.036 19.307 2.4042 -1.4471 0 0 0
10.429 -15.689 10.079 5.4889 0 0 0
10.787 -9.5709 3.314 -16.469 0 0 0
9.6886 -7.4912 -12.555 -8.7681 0 0 0
