10.538 16.232 -8.7171 6.433 0 0 0
10.319 -16.098 -5.2574 0.9976 0 0 0
13.578 18.596 -5.0416 5.0499 0 0 0
10.725 -0.58497 12.006 -11.449 0 0 0
9.8759 16.629 6.4936 8.2859 0 0 0
10.671 -18.572 5.183 4.6121 0 0 0
10.489 10.31 8.3336 -3.2279 0 0 0
10.294 -13.153 6.2089 -12.854 0 0 0
8.9311 -18.153 -6.7635 3.2163 0 0 0
10.325 -7.316 16.761 -7.5387 0 0 0
9.8978 -4.7377 10.318 9.7207 0 0 0
9.1351 -0.40942 -2.1761 5.8165 0 0 0
11.093 10.187 -7.7096 5.5304 0 0 0
10.601 -13.496 -11.248 -0.031274 0 0 0
11.533 -6.3846 3.2323 -10.316 0 0 0
11.117 -9.7962 0.20774 6.9419 0 0 0
11.101 18.372 0.74644 -5.6875 0 0 0
9.2577 -9.6997 11.919 -6.2908 0 0 0
10.748 -10.259 14.74 -2.6413 0 0 0
8.5977 -9.9566 4.0257 -0.90133 0 0 0
9.8039 13.233 2.5573 1.4695 0 0 0
11.588 -8.5664 9.2965 7.8646 0 0 0
9.7563 2.7129 -16.809 -9.3605 0 0 0
10.105 11.167 14.402 -6.0981 0 0 0
10.187 -1.2244 -19.487 -1.4104 0 0 0
8.2053 11.771 -6.1049 0.8544 0 0 0
9.4555 4.0793 -9.2818 5.3126 0 0 0
10.739 9.9261 -1.7175 -14.381 0 0 0
9.1604 16.533 -7.824 5.2709 0 0 0
10.124 19.845 -2.094 -0.15277 0 0 0
8.7922 18.476 -7.5867 0.57191 0 0 0
10.825 14.748 -11.228 -1.5057 0 0 0
9.7275 12.003 -2.1945 13.015 0 0 0
7.9482 -9.4479 -12.497 -9.0492 0 0 0
10.508 3.1882 1.9689 -13.95 0 0 0
11.127 4.8822 -5.7815 0.49058 0 0 0
9.738 -16.961 -5.5126 -6.8188 0 0 0
9.0208 -10.402 -2.8265 -15.174 0 0 0
10.964 17.791 -0.16693 -0.19634 0 0 0
9.2018 16.002 -3.1373 -9.0043 0 0 0
11.351 -4.4104 -10.078 -3.2099 0 0 0
9.1521 -14.721 11.969 5.7714 0 0 0
10.308 -17.609 -5.0302 -2.3609 0 0 0
10.791 -19.384 -4.5022 -1.3234 0 0 0
10.334 9.2689 5.2369 -1.6618 0 0 0
10.184 -8.1472 8.9388 -9.909 0 0 0
10.455 -12.66 -4.0726 3.753 0 0 0
11.039 -16.755 9.3788 3.0855 0 0 0
